metin,turu,kategori
zevk etmek,Deyim,diğer
zevk için,Deyim,diğer
zevki çıkmak,Deyim,diğer
zevkinde olmak,Deyim,diğer
zevkine bakmak,Deyim,diğer
zevkine ermek varmak,Deyim,diğer
zevkine gitmek,Deyim,diğer
zevkli geçmek,Deyim,diğer
zevkli gelmek,Deyim,diğer
zevkten dörtköşe olmak,Deyim,diğer
zeytin dalı uzatmak,Deyim,diğer
zeytinyağı gibi üste çıkmak,Deyim,eleştiri
zıddına basmak gitmek,Deyim,diğer
"zıkkımın kökünü pekini, dibini ye!",Deyim,diğer
zılgıt vermek,Deyim,diğer
zılgıt yemek,Deyim,diğer
zınk diye durmak,Deyim,diğer
zıp diye çıkmak,Deyim,diğer
zıp zıp zıplamak,Deyim,diğer
zırıltı çıkarmak,Deyim,diğer
zırnık bile vermemek,Deyim,diğer
zıvanadan çıkmak,Deyim,öğüt
zifafa girmek,Deyim,diğer
zift gibi,Deyim,diğer
zift yesin,Deyim,diğer
ziftin pekini yesin,Deyim,diğer
zihin yormak,Deyim,diğer
zihinde zihninde yer etmek,Deyim,diğer
zihni açılmak,Deyim,diğer
zihni bulanmak karışmak,Deyim,diğer
zihnini altüst etmek,Deyim,diğer
zihnini dağıtmak,Deyim,diğer
zihnini oynatmak,Deyim,diğer
zihnini toplamak,Deyim,diğer
zikri geçmek,Deyim,diğer
zikzak yapmak,Deyim,diğer
zil kalmak,Deyim,diğer
zilsiz oynamak,Deyim,diğer
zincir gibi,Deyim,diğer
zindan gibi,Deyim,diğer
zinde tutmak,Deyim,diğer
zirveye çıkmak,Deyim,diğer
zirzopluk etmek,Deyim,diğer
ziyade olsun!,Deyim,diğer
ziyafet çekmek vermek,Deyim,diğer
ziyan olmak,Deyim,diğer
ziyan zebil olmak,Deyim,diğer
ziyanı yok!,Deyim,diğer
ziyaret etmek,Deyim,diğer
zokayı yutmak,Deyim,diğer
zom olmak,Deyim,diğer
zor alıma çarpmak,Deyim,diğer
zor gelmek,Deyim,diğer
zor kullanmak,Deyim,diğer
zora binmek,Deyim,diğer
zora gelememek,Deyim,diğer
zora koşmak,Deyim,diğer
zoru olmak,Deyim,diğer
zorun ne?,Deyim,diğer
zorunda bırakmak,Deyim,diğer
zorunda kalmak olmak,Deyim,diğer
zorunlu kılmak,Deyim,diğer
zula etmek,Deyim,diğer
zulaya atmak,Deyim,diğer
zulüm görmek,Deyim,diğer
zurna gibi,Deyim,diğer
zurnacının karşısında limon yemek gibi,Deyim,diğer
zurnanın zırt dediği yer,Deyim,diğer
zülfüyâre dokunmak,Deyim,diğer
zümrüt gibi,Deyim,öğüt
zürafa gibi,Deyim,eleştiri
ağzına kilit takmak vurmak,Deyim,diğer
ağzına kira istemek,Deyim,eleştiri
ağzına sağlık,Deyim,diğer
ağzına sıçmak,Deyim,eleştiri
ağzına takılmak,Deyim,diğer
ağzına taş almak,Deyim,diğer
ağzına tıkmak,Deyim,diğer
ağzına verilmesini beklemek istemek,Deyim,sabır
"ağzına vur, lokmasını al",Atasözü,eleştiri
ağzına yakışmamak,Deyim,diğer
ağzına yüzüne bulaştırmak,Deyim,eleştiri
ağzında bakla ıslanmamak,Deyim,eleştiri
ağzında yaş kalmamak,Deyim,diğer
ağzından baklayı çıkarmak,Deyim,diğer
ağzından bal damlamak akmak,Deyim,öğüt
ağzından burnundan getirmek,Deyim,diğer
ağzından çıkanı çıkan sözü kulağı duymamak işitmemek,Deyim,diğer
ağzından çıkmak,Deyim,diğer
ağzından çıt çıkmamak,Deyim,diğer
ağzından dökülmek,Deyim,diğer
ağzından düşmemek düşürmemek,Deyim,diğer
ağzından girip burnundan çıkmak,Deyim,diğer
ağzından hayır çıkmazsa bari şer söyleme,Atasözü,diğer
ağzından inci saçmak,Deyim,diğer
ağzından kaçırmak,Deyim,diğer
ağzından lakırtı laf almak çekmek,Deyim,diğer
"ağzından söz laf, lakırtı eksik etmemek",Deyim,diğer
"ağzından söz, lakırtı dirhemle çıkmak",Deyim,diğer
ağzını açıp gözünü yummak,Deyim,diğer
ağzını aramak yoklamak,Deyim,diğer
ağzını bırakıp kıçıyla bir tarafıyla gülmek,Deyim,diğer
ağzını bozmak,Deyim,diğer
ağzını burnunu çarşamba pazarına çanağına çevirmek,Deyim,diğer
"ağzını burnunu dağıtmak kırmak, parçalamak",Deyim,diğer
ağzını havaya poyraza açmak,Deyim,diğer
ağzını hayra aç!,Deyim,diğer
ağzını kapamak kilitlemek,Deyim,diğer
ağzını kiraya vermek,Deyim,diğer
ağzını koklamak,Deyim,diğer
ağzını mühürlemek,Deyim,diğer
ağzını sıkı pek tutmak,Deyim,diğer
ağzını toplamak,Deyim,diğer
ağzını tutmak,Deyim,diğer
ağzının içi yangın yerine dönmek,Deyim,diğer
ağzının içine baktırmak,Deyim,diğer
ağzının kâhyası olmak,Deyim,diğer
ağzının mührü ile,Deyim,diğer
ağzının payını ölçüsünü almak,Deyim,diğer
ağzının perhizi yok,Deyim,diğer
ağzının suyu akmak,Deyim,diğer
ağzının tadı bozulmak kaçmak,Deyim,diğer
ağzının tadını bilmek,Deyim,öğüt
ağzının tadını kaçırmak,Deyim,eleştiri
ağzıyla içmesini bilmek,Deyim,diğer
ağzıyla kuş tutsa...,Deyim,eleştiri
ah almak,Deyim,diğer
ah çekmek,Deyim,diğer
ah etmek,Deyim,diğer
ah vah etmek demek,Deyim,diğer
ah yerde kalmaz,Atasözü,öğüt
ahbap çıkmak,Deyim,diğer
ahenk almak,Deyim,öğüt
ahenk vermek,Deyim,öğüt
ahfeş'in keçisi gibi başını sallamak,Deyim,diğer
ahı çıkmak,Deyim,diğer
ahı gitmek vahı kalmak,Deyim,eleştiri
ahını yerde koymamak,Deyim,diğer
ahireti boylamak,Deyim,diğer
ahiretini yapmak zenginleştirmek,Deyim,öğüt
ahirette on parmağı yakasında olmak,Deyim,diğer
ahkâm çıkarmak,Deyim,diğer
ahkâm kesmek,Deyim,eleştiri
ahkâm yürütmek,Deyim,diğer
ahtapot gibi,Deyim,eleştiri
ahu gibi,Deyim,öğüt
ak sakaldan yok sakala gelmek,Deyim,diğer
akamete uğramak,Deyim,diğer
akan sular durmak,Deyim,diğer
akarı kokarı olmamak,Deyim,diğer
akarına bırakmak,Deyim,diğer
akarsu gibi,Deyim,öğüt
akı ak karası kara,Deyim,diğer
akıl almak,Deyim,diğer
akıl almamak,Deyim,eleştiri
akıl bırakmamak,Deyim,eleştiri
akıl danışmak,Deyim,diğer
akıl durdurmak,Deyim,diğer
akıl erdirememek ermemek,Deyim,eleştiri
akıl erdirmek,Deyim,diğer
akıl ermek,Deyim,diğer
akıl etmek,Deyim,diğer
akıl havsala almamak,Deyim,diğer
akıl hocalığı taslamak,Deyim,diğer
akıl işi değil,Deyim,diğer
akıl öğretmek,Deyim,diğer
akideyi bozmak akidesi bozulmak,Deyim,diğer
akim kalmak,Deyim,diğer
akis uyandırmak,Deyim,diğer
akla akıllara durgunluk vermek,Deyim,diğer
akla fenalık vermek,Deyim,diğer
akla gelmek,Deyim,diğer
akla gelmemek,Deyim,diğer
akla hayale gelmemek,Deyim,diğer
akla karayı seçmek,Deyim,diğer
akla sığar gibi,Deyim,diğer
akla sığmamak,Deyim,eleştiri
aklı almamak,Deyim,eleştiri
aklı başına gelmek,Deyim,diğer
baş kesmek,Deyim,diğer
baş kıç vurmak,Deyim,diğer
"baş kırılır yarılır fes börk içinde, kol kırılır yen kürk içinde",Atasözü,öğüt
baş koşmak,Deyim,diğer
baş nereye giderse ayak da oraya gider,Atasözü,öğüt
baş ol da eşek başı soğan başı ol,Atasözü,öğüt
baş ol da istersen soğan başı ol,Atasözü,öğüt
baş olan boş olmaz,Atasözü,eleştiri
"baş sağlığı, dünya varlığı",Atasözü,öğüt
baş sallamakla kavuk eskimez,Atasözü,öğüt
baş tacı etmek,Deyim,öğüt
baş üstünde tutmak,Deyim,öğüt
baş üstünde yeri var,Deyim,öğüt
baş vermek,Deyim,diğer
baş yakmak,Deyim,diğer
baş yastığı baş derdini bilmez,Atasözü,öğüt
baş yemek,Deyim,diğer
başa baş gelmek kalmak,Deyim,diğer
başa gelmek,Deyim,diğer
başa gelmeyince bilinmez,Atasözü,öğüt
başa güreşmek,Deyim,diğer
başa vermek,Deyim,diğer
başa yazılan gelir,Atasözü,öğüt
başağrısı olmak,Deyim,eleştiri
başak bağlamak tutmak,Deyim,diğer
başarı göstermek kazanmak,Deyim,diğer
başarısızlığa uğramak,Deyim,diğer
başı ağrımak,Deyim,diğer
başı bağlanmak,Deyim,diğer
başı belada olmak,Deyim,öğüt
başı belaya girmek uğramak,Deyim,diğer
başı çatlamak,Deyim,diğer
başı dara düşmek,Deyim,diğer
başı daralmak,Deyim,diğer
başı darda kalmak,Deyim,diğer
başı derde girmek,Deyim,diğer
başı dik olmak,Deyim,diğer
başı dönmek,Deyim,diğer
başı kazan gibi olmak,Deyim,diğer
başı nâra yanmak,Deyim,diğer
başı sıkılmak sıkışmak,Deyim,diğer
başı sıkıya gelmek,Deyim,diğer
başı taşa değmek,Deyim,diğer
başı tutmak,Deyim,diğer
başı üstünde yeri olmak,Deyim,diğer
başı yastığa düşmek,Deyim,diğer
başı yastık yüzü görmemek,Deyim,diğer
başı yerine gelmek,Deyim,diğer
başıboş kalmak,Deyim,eleştiri
başım gözüm üstüne,Deyim,öğüt
başımla beraber,Deyim,öğüt
"başın başı var, başın da başı var",Atasözü,öğüt
"başın sağlığı, dünyanın varlığı",Atasözü,öğüt
başına balta kesilmek olmak,Deyim,diğer
başına bela açmak,Deyim,diğer
başına bela almak,Deyim,diğer
başına bela olmak kesilmek,Deyim,diğer
başına bir hâl gelmek,Deyim,diğer
başına çalsın!,Deyim,diğer
başına çıkarmak,Deyim,diğer
başına dert açmak,Deyim,diğer
başına dikmek,Deyim,diğer
başına dolamak,Deyim,diğer
başına dünyanın belasını sarmak,Deyim,diğer
başına geçirmek,Deyim,diğer
başına gelen başmakçıdır,Atasözü,öğüt
başına ... gelmek,Deyim,diğer
başına güneş geçmek,Deyim,diğer
başına iş açmak,Deyim,eleştiri
başına iş çıkarmak,Deyim,eleştiri
başına kakmak kakınç etmek,Deyim,eleştiri
başına kan çıkmak,Deyim,diğer
başına karalar bağlamak,Deyim,diğer
başına taç etmek,Deyim,öğüt
başına taş düşmek yağmak,Deyim,diğer
"başına vur, ağzından lokmasını al",Deyim,öğüt
başına vurmak,Deyim,diğer
başına yıkmak,Deyim,eleştiri
başında kavak yeli esmek,Deyim,diğer
başında paralansın,Deyim,eleştiri
başında torbası eksik,Deyim,diğer
başından aşağı kaynar sular dökülmek,Deyim,diğer
başından atmak,Deyim,diğer
başından büyük işlere girişmek kalkışmak,Deyim,eleştiri
başından geçmek,Deyim,diğer
başından korkmak,Deyim,diğer
başından savmak,Deyim,diğer
başını acemi berbere teslim eden cebinden pamuğu eksik etmez etmesin,Atasözü,diğer
başını ağrıtmak,Deyim,eleştiri
başını ateşlere yakmak,Deyim,diğer
başını bağlamak,Deyim,diğer
başını belaya sokmak,Deyim,diğer
başını bir yere bağlamak,Deyim,diğer
başını boş bırakmak,Deyim,eleştiri
başını çıkarmak,Deyim,diğer
başını derde sokmak,Deyim,diğer
başını dik tutmak,Deyim,diğer
başını döndürmek,Deyim,öğüt
başını duman almak,Deyim,diğer
başını ezmek,Deyim,diğer
başını gözünü yarmak,Deyim,eleştiri
başını kaldırmamak kaldıramamak,Deyim,diğer
başını kaşımaya kaşıyacak vakti olmamak,Deyim,diğer
başını koltuğunun altına almak,Deyim,diğer
başını kurtarmak,Deyim,diğer
başını ortaya koymak,Deyim,diğer
başını taştan taşa vurmak,Deyim,diğer
başını uçurmak,Deyim,diğer
başını vermek,Deyim,diğer
başını yakmak,Deyim,eleştiri
başının çaresine bakmak,Deyim,diğer
başının derdine düşmek,Deyim,diğer
başının gözünün sadakası,Deyim,öğüt
başka işi yok mu?,Deyim,diğer
başlama!,Deyim,diğer
başlık almak,Deyim,diğer
başlık vermek,Deyim,diğer
başsağlığı dilemek,Deyim,diğer
başsağlığında bulunmak,Deyim,diğer
başsız bırakmak,Deyim,diğer
başsız kalmak,Deyim,diğer
başta başında bulunmak,Deyim,diğer
başta gelmek,Deyim,diğer
başta gitmek,Deyim,diğer
başta taşımak,Deyim,diğer
baştan aşmak,Deyim,diğer
baştan çıkarmak,Deyim,diğer
baştan çıkmak,Deyim,eleştiri
baştan kara etmek,Deyim,eleştiri
baştan kara gitmek,Deyim,eleştiri
batağa saplanmak,Deyim,diğer
batkıya uğramak,Deyim,diğer
battı balık yan gider,Atasözü,öğüt
bayağı kaçmak,Deyim,diğer
baygın düşmek,Deyim,diğer
baykuş gibi,Deyim,diğer
baykuşun kısmeti ayağına gelir,Atasözü,öğüt
bayrak açmak,Deyim,diğer
bayrak gibi,Deyim,diğer
bayrakları açmak,Deyim,diğer
"bayram değil, seyran değil eniştem beni niye öptü",Deyim,diğer
bayram etmek yapmak,Deyim,diğer
bayram haftasını mangal tahtası anlamak,Deyim,diğer
bayram havası esmek,Deyim,diğer
bayram koçu gibi,Deyim,öğüt
bayramda borç ödeyene ramazan ağır kısa gelir,Atasözü,öğüt
bayramlık ağzını açmak,Deyim,diğer
baz almak,Deyim,diğer
"baz bazla, kaz kazla, kel tavuk topal horozla",Atasözü,öğüt
bazı dingil döner bazı teker,Atasözü,öğüt
bebek gibi,Deyim,öğüt
bedava sirke baldan tatlıdır,Atasözü,öğüt
bedduası tutmak,Deyim,diğer
beka bulmak,Deyim,diğer
bekâra karı boşaması kolaydır,Atasözü,eleştiri
"bekârın parasını it yer, yakasını bit",Atasözü,eleştiri
bekârlık maskaralık,Atasözü,eleştiri
bekârlık sultanlıktır,Atasözü,öğüt
bel bağlamak,Deyim,diğer
bel kırmak,Deyim,diğer
bel vermek,Deyim,diğer
bela aramak,Deyim,diğer
bela çıkarmak,Deyim,diğer
bela kesilmek,Deyim,eleştiri
bela okumak,Deyim,diğer
belalar mübareği,Deyim,diğer
... belası,Deyim,diğer
belasını bulmak,Deyim,diğer
belayı satın almak,Deyim,diğer
belden aşağı vurmak,Deyim,eleştiri
beleşe konmak,Deyim,eleştiri
belge almak,Deyim,diğer
beli açılmak,Deyim,diğer
beli bükülmek,Deyim,diğer
beli çökmek,Deyim,diğer
belinden gelmek,Deyim,diğer
belini doğrultmak,Deyim,diğer
belini kırmak,Deyim,diğer
belini vermek,Deyim,diğer
belsoğukluğuna uğratmak,Deyim,eleştiri
"ben hancı, sen yolcu oldukça",Deyim,diğer
ben şahımı şeyhimi bu kadar severim,Deyim,öğüt
benden günah gitti,Deyim,eleştiri
benden paso,Deyim,diğer
benden söylemesi,Deyim,diğer
bendeniz cennet kuşu,Deyim,diğer
benim diyen,Deyim,diğer
"benim oğlum bina okur, döner döner yine okur",Atasözü,öğüt
benliği yoğurmak,Deyim,diğer
benliğinden çıkmak,Deyim,diğer
benzetmek gibi olmasın,Deyim,diğer
"benzeye benzeye yaz, benzeye benzeye kış olur",Atasözü,diğer
benzi atmak,Deyim,eleştiri
benzi geçmek,Deyim,eleştiri
benzi kanlanmak,Deyim,öğüt
benzi kül gibi olmak,Deyim,eleştiri
benzi sararmak,Deyim,eleştiri
benzi solmak,Deyim,eleştiri
benzi uçmak,Deyim,eleştiri
benzinde kan kalmamak,Deyim,eleştiri
benzine kan gelmek,Deyim,öğüt
beraatizimmet asıldır,Deyim,diğer
berabere kalmak,Deyim,diğer
berber berbere benzer ama başın allah'a emanet,Atasözü,öğüt
"berberin solumazı, tellağın terlemezi, kahvecinin söylemezi",Atasözü,eleştiri
bereket ki bereket versin ki,Deyim,öğüt
bereket versin,Deyim,öğüt
berhudar ol!,Deyim,öğüt
besiye çekmek,Deyim,diğer
"besle kargayı, oysun gözünü",Atasözü,eleştiri
"besledik büyüttük danayı, şimdi tanımaz oldu anayı",Atasözü,eleştiri
besleme gibi,Deyim,eleştiri
beslemeyi eslemeden alma,Atasözü,öğüt
besmele çekmek,Deyim,diğer
beş aşağı beş yukarı,Deyim,diğer
beş para almamak,Deyim,diğer
beş para etmez,Atasözü,eleştiri
beş para etmez,Deyim,eleştiri
beş paralık etmek,Deyim,eleştiri
beş paralık olmak,Deyim,eleştiri
beş parasız kalmak,Deyim,diğer
beş parmağın hangisini kessen acımaz?,Atasözü,öğüt
beş parmak parmağın bir biri olmaz,Atasözü,öğüt
beş tavuğa bir horoz yeter,Atasözü,öğüt
beşer şaşar,Deyim,diğer
beşiğini sallamak,Deyim,diğer
beşiklik etmek,Deyim,diğer
beşikten mezara kadar,Deyim,öğüt
beşlik simit gibi kurulmak,Deyim,eleştiri
beterin beteri var,Atasözü,eleştiri
"beti benzi atmak solmak, uçmak, kül kesilmek, kireç kesilmek",Deyim,diğer
beti benzi kalmamak,Deyim,diğer
beti bereketi kalmamak kaçmak,Deyim,diğer
beton gibi,Deyim,öğüt
bey ardından çomak çalan çok olur,Atasözü,öğüt
"bey aşı borç, düğün aşı ödünç",Atasözü,öğüt
bey gibi yaşamak,Deyim,diğer
"bey mi yaman, el mi yaman",Atasözü,öğüt
beyaz sayfa açmak,Deyim,diğer
beyaza çekmek,Deyim,diğer
"beyazın akın adı var, esmerin karanın tadı var",Atasözü,öğüt
beyde bulunmayan elde neler var,Atasözü,öğüt
beyin yıkamak,Deyim,eleştiri
beyler buyruğu yoksula kan ağlatır,Atasözü,öğüt
beylik çeşmeden su içme,Atasözü,öğüt
beylik fırın has çıkarır,Atasözü,öğüt
beyni atmak,Deyim,diğer
beyni bulanmak,Deyim,diğer
beyni karıncalanmak,Deyim,diğer
beyni kaynamak,Deyim,diğer
beyni sıçramak,Deyim,diğer
beyni sulanmak,Deyim,diğer
beyninde şimşekler çakmak,Deyim,diğer
beynine girmek,Deyim,eleştiri
beynine vurmak,Deyim,diğer
beynini dağıtmak,Deyim,diğer
beynini kemirmek,Deyim,diğer
"bez alırsan mısır'dan musul'dan, kız alırsan asilden",Atasözü,öğüt
bezginlik getirmek,Deyim,eleştiri
bezirgân züğürtleyince geçmiş defterleri yoklar,Atasözü,diğer
"bıçağı kestiren kendi suyu, insanı sevdiren kendi huyu",Atasözü,öğüt
bıçak altına yatmak,Deyim,diğer
bıçak atmak,Deyim,diğer
bıçak bıçağa gelmek,Deyim,diğer
bıçak çekmek,Deyim,diğer
bıçak gibi,Deyim,diğer
bıçak gibi kesilmek,Deyim,diğer
bıçak gibi kesmek,Deyim,diğer
bıçak gibi saplanmak,Deyim,diğer
bıçak kemiğe dayanmak,Deyim,sabır
bıçak kınını kesmez,Atasözü,öğüt
bıçak silmek,Deyim,diğer
bıçak suyu kesiyor,Deyim,diğer
bıçak vurmak,Deyim,diğer
"bıçak yarası geçer onulur, dil yarası geçmez onulmaz",Atasözü,öğüt
bıçak yemek,Deyim,diğer
bıkkınlık gelmek,Deyim,diğer
bıkkınlık vermek,Deyim,eleştiri
"bıldır yediği hurmalar, bu yıl götünü tırmalar",Atasözü,eleştiri
bıldırcın gibi,Deyim,öğüt
bıldırcının beyliği arpa biçimine kadardır,Atasözü,öğüt
bırak allah'ını seversen,Deyim,diğer
bırak ki,Deyim,diğer
bıyığı bıyıkları terlemek,Deyim,diğer
bıyığını balta kesmez olmak,Deyim,diğer
bıyığını silmek,Deyim,diğer
bıyık altından gülmek,Deyim,diğer
bıyık burmak bükmek,Deyim,diğer
bıyıkları ele almak,Deyim,öğüt
biber gibi,Deyim,eleştiri
biber gibi yakmak,Deyim,diğer
biber gibi yanmak,Deyim,diğer
biblo gibi,Deyim,öğüt
biçim almak,Deyim,diğer
bigâne düşmek,Deyim,diğer
bildiğinden şaşmamak kalmamak,Deyim,eleştiri
bildiğini okumak,Deyim,eleştiri
bildiğini yedi mahalle bilmez,Deyim,diğer
bildik çıkmak,Deyim,diğer
bildim bileli,Deyim,diğer
bile bile lades,Deyim,diğer
bileğinde altın bileziği olmak,Deyim,diğer
bileğine güvenmek,Deyim,öğüt
"bileğinin hakkıyla gücüyle, kuvvetiyle, zoruyla",Deyim,öğüt
bilek gibi,Deyim,öğüt
bilet kesmek,Deyim,diğer
biletini kesmek,Deyim,diğer
bilgi tazelemek,Deyim,diğer
bilgiçlik satmak taslamak,Deyim,eleştiri
bilincine varmak,Deyim,diğer
bilir bilmez,Deyim,diğer
billur gibi,Deyim,öğüt
bilmece gibi konuşmak,Deyim,eleştiri
"bilmem hangi kaç, kim, nasıl, ne",Deyim,diğer
bilmezlikten gelmek,Deyim,diğer
bin bilsen de bir bilene danış,Atasözü,öğüt
bin can ile,Deyim,öğüt
bin derde deva,Deyim,öğüt
bin dereden su getirmek,Deyim,diğer
"bin dost az, bir düşman çok",Atasözü,öğüt
"bin işçi, bir başçı",Atasözü,öğüt
bin kalıba girmek,Deyim,diğer
bin ölçüp bir biçmeli,Atasözü,öğüt
bin pişman olmak,Deyim,diğer
bin tarakta bezi olmak,Deyim,diğer
bin tasa bir borç ödemez,Atasözü,eleştiri
binbir ayak bir ayak üstüne,Deyim,diğer
bindiği dalı kesmek,Deyim,diğer
bini bir paraya,Deyim,diğer
binin yarısı beş yüz o da bizde yok,Deyim,diğer
"bir abam postum var atarım, nerede olsam yatarım",Atasözü,öğüt
bir acı kahvenin kırk yıl hatırı vardır,Atasözü,öğüt
"bir ağaçta gül de biter, diken de",Atasözü,öğüt
"bir ağaçtan okluk da çıkar, bokluk da",Atasözü,öğüt
bir ağızdan çıkıp çıkan bin dile ağza yayılır,Atasözü,öğüt
"bir anaya bir kız, bir kafaya bir göz",Atasözü,öğüt
bir araya gelmek,Deyim,diğer
bir araya getirmek,Deyim,diğer
"bir arpa boyu gitmek, yol almak",Deyim,diğer
bir aşağı bir yukarı,Deyim,diğer
bir atımlık barutu olmak kalmak,Deyim,eleştiri
bir avuç altının olacağına bir avuç toprağın olsun,Atasözü,öğüt
bir avuç toprak olmak,Deyim,diğer
bir ayağı çukurda olmak,Deyim,diğer
bir ayak üstünde kırk yalanın belini bükmek,Deyim,eleştiri
bir aynı yastıkta kocamak,Deyim,öğüt
bir baltaya sap olamamak,Deyim,eleştiri
bir bardak suda fırtına koparmak,Deyim,eleştiri
bir baş soğan bir kazanı kokutur,Atasözü,öğüt
bir başa bir göz yeter,Atasözü,eleştiri
bir baştan uçtan bir başa uca,Deyim,diğer
"bir ben, bir de allah bilir",Deyim,sabır
bir biçimine getirmek,Deyim,diğer
bir ... bir bir de,Deyim,diğer
bir boka yaramamak,Deyim,eleştiri
bir boydan bir boya,Deyim,diğer
bir bu eksikti,Deyim,diğer
"bir buldu iki ister, akça buldu çıkın ister",Atasözü,eleştiri
"bir çatı altında olmak, bulunmak",Deyim,diğer
bir çekirdek geri kalmamak,Deyim,eleştiri
bir çiçekle bahar yaz olmaz,Atasözü,öğüt
bir çift lakırtı etmek,Deyim,diğer
bir çift sözü olmak,Deyim,diğer
bir çöplükte iki horoz ötmez,Atasözü,öğüt
bir çuval inciri berbat etmek,Deyim,eleştiri
bir dalda durmamak,Deyim,eleştiri
bir davranışı birine reva görmek,Deyim,diğer
bir dediği bir dediğini tutmamak,Deyim,eleştiri
bir dediği iki olmamak,Deyim,eleştiri
bir dereceye kadar,Deyim,öğüt
bir deri bir kemik kalmak,Deyim,eleştiri
bir dikili ağacı olmamak,Deyim,diğer
bir dikiş kaldı,Deyim,sabır
bir dirhem bal için bir çeki keçiboynuzu çiğnemek,Deyim,sabır
bir dokun bin ah işit dinle kâseifağfurdan,Atasözü,eleştiri
bir don bir gömlek,Deyim,diğer
bir dostluk kaldı!,Deyim,öğüt
bir dönüm güzlük on dönüm yazlığa bedeldir,Atasözü,öğüt
bir dudağı yerde bir dudağı gökte,Deyim,eleştiri
bir durum açığa çıkmak,Deyim,diğer
bir durum birinin sinirine dokunmak,Deyim,diğer
"bir durum, düşüncenin ışığı altında",Deyim,diğer
bir durum gün ışığına çıkmak,Deyim,diğer
bir durumu açığa çıkarmak,Deyim,diğer
